id;dataset_id;decimallongitude;decimallatitude;date_start;date_mid;date_end;date_year;scientificname;originalscientificname;minimumdepthinmeters;maximumdepthinmeters;coordinateuncertaintyinmeters;flags;dropped;absence;shoredistance;bathymetry;sst;sss;marine;brackish;freshwater;terrestrial;taxonrank;aphiaid;redlist_category;superdomain;domain;kingdom;subkingdom;infrakingdom;phylum;phylum_division;subphylum_subdivision;subphylum;infraphylum;parvphylum;gigaclass;megaclass;superclass;class;subclass;infraclass;subterclass;superorder;order;suborder;infraorder;parvorder;superfamily;family;subfamily;supertribe;tribe;subtribe;genus;subgenus;section;subsection;series;species;subspecies;natio;variety;subvariety;forma;subforma;type;modified;language;license;rightsholder;accessrights;bibliographiccitation;references;institutionid;collectionid;datasetid;institutioncode;collectioncode;datasetname;ownerinstitutioncode;basisofrecord;informationwithheld;datageneralizations;dynamicproperties;materialsampleid;occurrenceid;catalognumber;occurrenceremarks;recordnumber;recordedby;recordedbyid;individualcount;organismquantity;organismquantitytype;sex;lifestage;reproductivecondition;behavior;establishmentmeans;occurrencestatus;preparations;disposition;othercatalognumbers;associatedmedia;associatedreferences;associatedsequences;associatedtaxa;organismid;organismname;organismscope;associatedoccurrences;associatedorganisms;previousidentifications;organismremarks;eventid;parenteventid;samplingprotocol;samplesizevalue;samplesizeunit;samplingeffort;eventdate;eventtime;startdayofyear;enddayofyear;year;month;day;verbatimeventdate;habitat;fieldnumber;fieldnotes;eventremarks;locationid;highergeographyid;highergeography;continent;waterbody;islandgroup;island;country;countrycode;stateprovince;county;municipality;locality;verbatimlocality;verbatimelevation;minimumelevationinmeters;maximumelevationinmeters;verbatimdepth;minimumdistanceabovesurfaceinmeters;maximumdistanceabovesurfaceinmeters;locationaccordingto;locationremarks;verbatimcoordinates;verbatimlatitude;verbatimlongitude;verbatimcoordinatesystem;verbatimsrs;geodeticdatum;coordinateprecision;pointradiusspatialfit;footprintwkt;footprintsrs;footprintspatialfit;georeferencedby;georeferenceddate;georeferenceprotocol;georeferencesources;georeferenceverificationstatus;georeferenceremarks;geologicalcontextid;earliesteonorlowesteonothem;latesteonorhighesteonothem;earliesteraorlowesterathem;latesteraorhighesterathem;earliestperiodorlowestsystem;latestperiodorhighestsystem;earliestepochorlowestseries;latestepochorhighestseries;earliestageorloweststage;latestageorhigheststage;lowestbiostratigraphiczone;highestbiostratigraphiczone;lithostratigraphicterms;group;formation;member;bed;identificationid;identifiedby;identifiedbyid;dateidentified;identificationreferences;identificationremarks;identificationqualifier;identificationverificationstatus;typestatus;taxonid;scientificnameid;acceptednameusageid;parentnameusageid;originalnameusageid;nameaccordingtoid;namepublishedinid;taxonconceptid;acceptednameusage;parentnameusage;originalnameusage;nameaccordingto;namepublishedin;namepublishedinyear;higherclassification;specificepithet;infraspecificepithet;verbatimtaxonrank;scientificnameauthorship;vernacularname;nomenclaturalcode;taxonomicstatus;nomenclaturalstatus;taxonremarks
2a70bc1a-f5a7-4d44-88dd-2ddd1fab8ee5;d6d6fe4c-425f-4ce7-bf28-7a6befaeb413;-54.85833359;6.333333015;;;;;Sphyrna tudes;Sphyrna tudes;22;22;;{};f;f;37564;27;27.49;34.13;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;;;;;;;Department of Vertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution;;;;;USNM;Vertebrate Zoology;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
c8bfe324-4e7e-4af5-8d36-dd638ce0d392;8a1ae661-e911-4967-bc06-1168fc5f2d89;31.05800056;-29.87100029;-5.27E+11;-5.27E+11;-5.27E+11;1953;Sphyrna tudes;Sphyrna bigelowi;;;;{no_depth};f;f;112;-4;23.2;35.23;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;;;;;;;;;;;;SAMC;MBF;;;HumanObservation;;;;;;SAMC-MBF-007688;SAM 29604 : 3 jaws- April 1953;;;;3;;;;;;;;;;;SAM-MBF-029604;;;;;;;;;;;;;;;;;;1953-04-16T00:00:00Z;;;;1953;4;;;;;;;;;;;Indian Ocean;;;South Africa;;;;;Durban;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:298503;;;;;;;;;;;;;;;;;;;;;;
3ed0d263-863a-4cdc-a6e7-651c90cb9b78;8a1ae661-e911-4967-bc06-1168fc5f2d89;31.05800056;-29.87100029;-5.22E+11;-5.22E+11;-5.22E+11;1953;Sphyrna tudes;Sphyrna bigelowi;;;;{no_depth};f;f;112;-4;23.2;35.23;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;;;;;;;;;;;;SAMC;MBF;;;HumanObservation;;;;;;SAMC-MBF-007685;SAM 29601 : 1 jaw;;;;1;;;;;;;;;;;SAM-MBF-029601;;;;;;;;;;;;;;;;;;1953-06-16T00:00:00Z;;;;1953;6;;;;;;;;;;;Indian Ocean;;;South Africa;;;;;Durban;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:298503;;;;;;;;;;;;;;;;;;;;;;
cc033c01-fa7e-48d9-ab03-943c861054ec;8a1ae661-e911-4967-bc06-1168fc5f2d89;31.05800056;-29.87100029;-5.20E+11;-5.20E+11;-5.20E+11;1953;Sphyrna tudes;Sphyrna bigelowi;;;;{no_depth};f;f;112;-4;23.2;35.23;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;;;;;;;;;;;;SAMC;MBF;;;HumanObservation;;;;;;SAMC-MBF-007716;SAM 29599 : 1 jaw;;;;1;;;;;;;;;;;SAM-MBF-029599;;;;;;;;;;;;;;;;;;1953-07-13T12:00:00Z;;;;1953;7;13;;;;;;;;;;Indian Ocean;;;South Africa;;;;;Durban;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:298503;;;;;;;;;;;;;;;;;;;;;;
f67a2812-2206-4747-b3b8-58e8f52bcbaf;8a1ae661-e911-4967-bc06-1168fc5f2d89;31.05800056;-29.87100029;-5.20E+11;-5.20E+11;-5.20E+11;1953;Sphyrna tudes;Sphyrna bigelowi;;;;{no_depth};f;f;112;-4;23.2;35.23;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;;;;;;;;;;;;SAMC;MBF;;;HumanObservation;;;;;;SAMC-MBF-007689;SAM 29605 : 1 jaw - 14 June 1953;;;;1;;;;;;;;;;;SAM-MBF-029605;;;;;;;;;;;;;;;;;;1953-07-14T12:00:00Z;;;;1953;7;14;;;;;;;;;;Indian Ocean;;;South Africa;;;;;Durban;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:298503;;;;;;;;;;;;;;;;;;;;;;
1c23b96b-56f5-4038-a3b3-ea99d7e0e895;8a1ae661-e911-4967-bc06-1168fc5f2d89;31.05800056;-29.87100029;-5.23E+11;-5.23E+11;-5.23E+11;1953;Sphyrna tudes;Sphyrna bigelowi;;;;{no_depth};f;f;112;-4;23.2;35.23;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;;;;;;;;;;;;SAMC;MBF;;;HumanObservation;;;;;;SAMC-MBF-007717;SAM 29600 : 1 jaw;;;;1;;;;;;;;;;;SAM-MBF-029600;;;;;;;;;;;;;;;;;;1953-06-03T12:00:00Z;;;;1953;6;3;;;;;;;;;;Indian Ocean;;;South Africa;;;;;Durban;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:298503;;;;;;;;;;;;;;;;;;;;;;
326ea6e2-913f-4f65-a3c8-c1da6a9f4cc5;8a1ae661-e911-4967-bc06-1168fc5f2d89;31.05800056;-29.87100029;-5.18E+11;-5.18E+11;-5.18E+11;1953;Sphyrna tudes;Sphyrna bigelowi;;;;{no_depth};f;f;112;-4;23.2;35.23;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;;;;;;;;;;;;SAMC;MBF;;;HumanObservation;;;;;;SAMC-MBF-007686;SAM 29602 : 2 jaws- 31 July 1953;;;;2;;;;;;;;;;;SAM-MBF-029602;;;;;;;;;;;;;;;;;;1953-07-31T12:00:00Z;;;;1953;7;31;;;;;;;;;;Indian Ocean;;;South Africa;;;;;Durban;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:298503;;;;;;;;;;;;;;;;;;;;;;
c14fb7a4-6ef6-44ec-ba01-0f3aa90e535a;8a1ae661-e911-4967-bc06-1168fc5f2d89;31.05800056;-29.87100029;-5.21E+11;-5.21E+11;-5.21E+11;1953;Sphyrna tudes;Sphyrna bigelowi;;;;{no_depth};f;f;112;-4;23.2;35.23;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;;;;;;;;;;;;SAMC;MBF;;;HumanObservation;;;;;;SAMC-MBF-007687;SAM 29603 : 1 jaw - 2 July 1953;;;;1;;;;;;;;;;;SAM-MBF-029603;;;;;;;;;;;;;;;;;;1953-07-02T12:00:00Z;;;;1953;7;2;;;;;;;;;;Indian Ocean;;;South Africa;;;;;Durban;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:298503;;;;;;;;;;;;;;;;;;;;;;
58fda265-d659-497f-9f23-8464560d0436;9b787218-7138-4ffa-8ba6-36d63d391f8c;-55;6;;;;;Sphyrna tudes;Sphyrna tudes;;;;{no_depth};f;f;622;-1;;;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;;;;;;;;;;;;USNM;Occurrence;;;PreservedSpecimen;;;;;;USNM 00159229;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;South America;;;Suriname;;;;;ATLANTIC OFF SURINAM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:105818;;;;;;;;;;;;;;;;;(Valenciennes, 1822);;;;;
3a249ba7-9946-4852-961e-4060faa80f7f;9b787218-7138-4ffa-8ba6-36d63d391f8c;-55;6;;;;;Sphyrna tudes;Sphyrna tudes;;;;{no_depth};f;f;622;-1;;;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;;;;;;;;;;;;USNM;Occurrence;;;PreservedSpecimen;;;;;;USNM 00159197;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;South America;;;Suriname;;;;;OFF SURINAM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:105818;;;;;;;;;;;;;;;;;(Valenciennes, 1822);;;;;
9d0bca82-9565-4418-82cf-3159ed91d0cb;9b787218-7138-4ffa-8ba6-36d63d391f8c;-57;7;;;;;Sphyrna tudes;Sphyrna tudes;;;;{no_depth};f;f;88852;73;27.84;35.21;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;;;;;;;;;;;;BMNH;Occurrence;;;PreservedSpecimen;;;observedindividualcount=1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fe3e195f-03a2-46b5-bdff-ec70ec7e7639;9b787218-7138-4ffa-8ba6-36d63d391f8c;-88;29;;;;;Sphyrna tudes;Sphyrna tudes;;;;{no_depth};f;f;98476;1413;25.36;33.76;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;;;;;;;;;;;;USNM;Occurrence;;;PreservedSpecimen;;;;;;USNM 00195957;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;North America;;;USA;;;;;MISS.:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:105818;;;;;;;;;;;;;;;;;(Valenciennes, 1822);;;;;
faffcaed-9561-452b-89c3-5d4845ef007e;9b787218-7138-4ffa-8ba6-36d63d391f8c;-16.85000038;14.14999962;;;;;Sphyrna tudes;Sphyrna tudes;;;;{no_depth};f;f;1377;2;24.45;34.2;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;;;;;;;;;;;;MNHN;Occurrence;;;PreservedSpecimen;;;;;;MNHN AB-0235;1 piece (machoire)L.1,64m.renumerote:MNHN 1965-114. Collecting Method: poison(rotenone);;cadenat;;;;;male;;;;;;crane machoires;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Africa;;;Senegal;;;;;joal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:105818;;;;;;;;;;;;;;;;;(Valenciennes, 1822);;;;;
d4775bd5-10a9-494b-91b7-251f0dbc04d8;9b787218-7138-4ffa-8ba6-36d63d391f8c;-57;6;;;;;Sphyrna tudes;Sphyrna tudes;;;;{no_depth};f;f;1713;11;;;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;;;;;;;;;;;;BMNH;Occurrence;;;PreservedSpecimen;;;observedindividualcount=2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4f885fd9-904a-4187-adea-c308b911e6ec;9b787218-7138-4ffa-8ba6-36d63d391f8c;-61;10;;;;;Sphyrna tudes;Sphyrna tudes;;;;{no_depth};f;f;14380;42;27.97;32.96;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;;;;;;;;;;;;ROM;Occurrence;;;PreservedSpecimen;;;observedindividualcount=1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fcb6ce20-bad8-432c-a784-07c3b7f750aa;9b787218-7138-4ffa-8ba6-36d63d391f8c;-55;6;;;;;Sphyrna tudes;Sphyrna tudes;;;;{no_depth};f;f;622;-1;;;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;;;;;;;;;;;;USNM;Occurrence;;;PreservedSpecimen;;;;;;USNM 00159228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;South America;;;Suriname;;;;;ATLANTIC OFF SURINAM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:105818;;;;;;;;;;;;;;;;;(Valenciennes, 1822);;;;;
ae1ddb23-f365-4c5a-a378-48a00ac6c4ca;9b787218-7138-4ffa-8ba6-36d63d391f8c;-55;6;;;;;Sphyrna tudes;Sphyrna tudes;;;;{no_depth};f;f;622;-1;;;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;;;;;;;;;;;;USNM;Occurrence;;;PreservedSpecimen;;;;;;USNM 00159199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;South America;;;Suriname;;;;;OFF SURINAM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:105818;;;;;;;;;;;;;;;;;(Valenciennes, 1822);;;;;
21fe67ae-a77a-4c19-b18e-0ce9c9e4667b;36fbc01b-72bd-42f0-af0a-e1701cddcf94;-60.991852;10.712562;5.12E+11;5.12E+11;5.12E+11;1986;Sphyrna tudes;Sphyrna tudes;;;;{no_depth};f;f;411;-19;27.94;33.07;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;Collection;;;CC BY 4.0;UF;;;;;70;;UF;Fish;;;PreservedSpecimen;;;;;FN2-30521091-70-UF;159997;;FN2-30521091-70-UF;Castro, Jose;;;;;;;;;;present;;;;;;;;;;;;;;;;;;;;;19/03/1986;;;;;;;;;;;;;;;;;;;Trinidad and Tobago;;;;;Atlantic Ocean, Balandra, Trinidad;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:105818;;;;;;;;;;;;;;;;;;;;;;
8e7a615e-a75d-47aa-8661-f226faf7ed68;36fbc01b-72bd-42f0-af0a-e1701cddcf94;-61.016667;10.516667;4.95E+11;4.95E+11;4.95E+11;1985;Sphyrna tudes;Sphyrna tudes;;;;{no_depth};f;f;588;-6;27.92;32.35;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;Collection;;;CC BY 4.0;UF;;;;;70;;UF;Fish;;;PreservedSpecimen;;;;;FN2-30521427-70-UF;160160;;FN2-30521427-70-UF;Castro, Jose;;;;;;;;;;present;;;;;;;;;;;;;;;;;;;;;12/09/1985;;;;;;;;;;;;;;;;;;;Trinidad and Tobago;;;;;Manzanilla Bay, Trinidad;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:105818;;;;;;;;;;;;;;;;;;;;;;
9936cb41-54db-400b-9584-43379a978467;36fbc01b-72bd-42f0-af0a-e1701cddcf94;-61.016667;10.516667;4.95E+11;4.95E+11;4.95E+11;1985;Sphyrna tudes;Sphyrna tudes;;;;{no_depth};f;f;588;-6;27.92;32.35;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;Collection;;;CC BY 4.0;UF;;;;;70;;UF;Fish;;;PreservedSpecimen;;;;;FN2-30522131-70-UF;160503;;FN2-30522131-70-UF;Castro, Jose;;;;;;;;;;present;;;;;;;;;;;;;;;;;;;;;12/09/1985;;;;;;;;;;;;;;;;;;;Trinidad and Tobago;;;;;Manzanilla Bay, Trinidad;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:105818;;;;;;;;;;;;;;;;;;;;;;
a174e3ff-615e-450c-a978-b520f4f46767;36fbc01b-72bd-42f0-af0a-e1701cddcf94;-61.0243861;10.7055806;;;;;Sphyrna tudes;Sphyrna tudes;;;;{no_depth,on_land};f;f;-200;-9;27.86;32.94;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;Collection;;;CC BY 4.0;UF;;;;;70;;UF;Fish;;;PreservedSpecimen;;;;;FN2-30566321-70-UF;182204;;FN2-30566321-70-UF;Local fishermen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
df845cf5-7205-4d9f-aa37-9277132bf0dc;36fbc01b-72bd-42f0-af0a-e1701cddcf94;-61.0243861;10.7055806;;;;;Sphyrna tudes;Sphyrna tudes;;;;{no_depth,on_land};f;f;-200;-9;27.86;32.94;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;Collection;;;CC BY 4.0;UF;;;;;70;;UF;Fish;;;PreservedSpecimen;;;;;FN2-30566322-70-UF;182205;;FN2-30566322-70-UF;Local fishermen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7620c993-9a78-4901-ad53-fabfb066e26c;36fbc01b-72bd-42f0-af0a-e1701cddcf94;-46.342946;-23.988901;-8.10E+11;-8.10E+11;-8.10E+11;1944;Sphyrna tudes;Sphyrna tudes;;;15000;{no_depth};f;f;1830;8;;;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;Collection;;;CC BY 4.0;CAS;;;;;62;;CAS;SU;;;PreservedSpecimen;;;;;FN2-30993461-62-CAS;52875;;FN2-30993461-62-CAS;;;1;;;;;;;;present;;;;;;;;;;;;;;;;;;;;;06/05/1944;;;;;;;;;;;;;;;;;;;Brazil;;;;;Santos, litoral de Sao Paulo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:105818;;;;;;;;;;;;;;;;;;;;;;
416f0c34-6c0d-47be-9330-e4784b9fec6e;36fbc01b-72bd-42f0-af0a-e1701cddcf94;-106.428152;21.434884;-1.58E+12;-1.58E+12;-1.58E+12;1919;Sphyrna tudes;Sphyrna tudes;;;8156;{no_depth,on_land};f;f;-26;-20;27.26;33.72;1;0;0;0;Species;105818;CR;Biota;;Animalia;;;Chordata;;;Vertebrata;Gnathostomata;Chondrichthyes;;;;Elasmobranchii;Neoselachii;Selachii;;Galeomorphi;Carcharhiniformes;;;;;Sphyrnidae;;;;;Sphyrna;;;;;Sphyrna tudes;;;;;;;Collection;;;CC BY 4.0;CAS;;;;;62;;CAS;ICH;;;PreservedSpecimen;;;;;FN2-31112094-62-CAS;65120;;FN2-31112094-62-CAS;;;1;;;;;;;;present;;;;;;;;;;;;;;;;;;;;;26/12/1919;;;;;;;;;;;;;;;;;Islas Tres Marias;Maria Magdalena I.;Mexico;;;;;Cornudo Baya.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;urn:lsid:marinespecies.org:taxname:105818;;;;;;;;;;;;;;;;;;;;;;
