gbifID;datasetKey;occurrenceID;kingdom;phylum;class;order;family;genus;species;infraspecificEpithet;taxonRank;scientificName;verbatimScientificName;verbatimScientificNameAuthorship;countryCode;locality;stateProvince;occurrenceStatus;individualCount;publishingOrgKey;decimalLatitude;decimalLongitude;coordinateUncertaintyInMeters;coordinatePrecision;elevation;elevationAccuracy;depth;depthAccuracy;eventDate;day;month;year;taxonKey;speciesKey;basisOfRecord;institutionCode;collectionCode;catalogNumber;recordNumber;identifiedBy;dateIdentified;license;rightsHolder;recordedBy;typeStatus;establishmentMeans;lastInterpreted;mediaType;issue;;;;;;;
1211686946;4e5552d1-5eaf-40a3-b48b-01f92da22f17;URI:catalog:ROM:Ichthyology:58701;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;;TT;;Trinidad;PRESENT;1;10;-61;;;;;;;;1972-04-26T00:00:00;26;4;1972;2418813;2418813;PRESERVED_SPECIMEN;ROM;Fishes;58701;A-9;Ramshaw; W. H.;1990-03-19T00:00:00;CC_BY_NC_4_0;Royal Ontario Museum;;;;;;;;;;;
1057263785;7e380070-f762-11e1-a439-00145eb45e9a;7975171d-77ee-4dff-b14b-e5310cbcb2fc;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes (Valenciennes; 1822);Valenciennes;1822;GY;British Guiana; box 3;7.116667;-57.883333;;;;;;;;;;;;25;1;1959-02-06T00:00:00;6;2;1959;2418813;2418813;PRESERVED_SPECIMEN;NHMUK;ZOO;1984.8.8.19;;;;CC0_1_0;;R Lowe-mcConnell;;;2021-12-02T09:34:02.479Z;StillImage;COORDINATE_ROUNDED
1056740741;7e380070-f762-11e1-a439-00145eb45e9a;819d49d3-966d-46fd-81ae-f757c10bea57;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes (Valenciennes; 1822);Valenciennes;1822;GY;British Guiana;;;;;;;;;;;;;;;;;2418813;2418813;PRESERVED_SPECIMEN;NHMUK;ZOO;1984.8.8.13-18;;;;CC0_1_0;;R Lowe-mcConnell;;;2021-12-02T09:32:56.575Z;StillImage;COLLECTION_MATCH_NONE;;;;
1056269225;7e380070-f762-11e1-a439-00145eb45e9a;925a75c5-066f-43d6-b1e6-bda7221f4e21;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna bigelowi Springer;1944;Sphyrna bigelowi Springer;1944;Springer;1944;GY;British Guiana; box 1;6.566667;-57.3;;;;;;;;;;;;23;1;1959-02-04T00:00:00;4;2;1959;2418821;2418813;PRESERVED_SPECIMEN;NHMUK;ZOO;1961.8.31.14-15;;;;CC0_1_0;;R McConnell;;;2021-12-02T09:33:31.036Z;StillImage;COORDINATE_ROUNDED
1055911018;7e380070-f762-11e1-a439-00145eb45e9a;4349dcd5-f636-4179-98c6-0354ec67e7f9;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna bigelowi Springer;1944;Sphyrna bigelowi Springer;1944;Springer;1944;GY;Off Georgetown; British Guiana;;;1;19456090-b49a-11d8-abeb-b8a03c50a862;;;;;;;;;;;;;2418821;2418813;PRESERVED_SPECIMEN;NHMUK;ZOO;1950.5.15.2;;;;CC0_1_0;;;;;2021-12-02T09:33:21.723Z;StillImage;COLLECTION_MATCH_NONE;;;
864486336;197908d0-5565-11d8-b290-b8a03c50a862;FishBase:Occurrence:MOVI 19676;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;(Valenciennes; 1822);BR;Rio Amazonas; Cabo Maguari; Baía de Marajó;;;1;192a9ab0-5565-11d8-b290-b8a03c50a862;;;;;;;;;1982-10-22T00:00:00;22;10;1982;2418813;2418813;PRESERVED_SPECIMEN;FishBase;Occurrence;MOVI 19676;;;;CC_BY_NC_4_0;;R.B. Barthem;;;2021-12-01T23:39:21.743Z;;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;
864486321;197908d0-5565-11d8-b290-b8a03c50a862;FishBase:Occurrence:MOVI 19675;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;(Valenciennes; 1822);BR;Rio Amazonas;Pa;PRESENT;;;;;;;;;;;1997-04-03T00:00:00;3;4;1997;2418813;2418813;PRESERVED_SPECIMEN;FishBase;Occurrence;MOVI 19675;;;;CC_BY_NC_4_0;;M. Torres;;;2021-12-01T23:39:22.680Z;;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;;;
864486280;197908d0-5565-11d8-b290-b8a03c50a862;FishBase:Occurrence:MOVI 19677;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;(Valenciennes; 1822);BR;Foz do Rio Pará; Cabo Maguari; Baía de Marajó;;;1;192a9ab0-5565-11d8-b290-b8a03c50a862;;;;;;;;;1982-10-22T00:00:00;22;10;1982;2418813;2418813;PRESERVED_SPECIMEN;FishBase;Occurrence;MOVI 19677;;;;CC_BY_NC_4_0;;R.B. Barthem;;;2021-12-01T23:39:16.345Z;;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;
864269203;197908d0-5565-11d8-b290-b8a03c50a862;FishBase:Occurrence:AMNH 33460;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;(Valenciennes; 1822);SR;OFF SURINAM;;PRESENT;6.283333;-55.3;;;;;;;;;1969-04-30T00:00:00;30;4;1969;2418813;2418813;PRESERVED_SPECIMEN;FishBase;Occurrence;AMNH 33460;;V. SPRINGER; G. DINGERKUS;;CC_BY_NC_4_0;;R/V OREGON II;;;2021-12-01T23:39:14.807Z;;COORDINATE_ROUNDED;;;;
863132137;4bfac3ea-8763-4f4b-a71a-76a6f5f243d3;MCZ:Ich:40585;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes (Valenciennes; 1822);(Valenciennes; 1822);US;off Palm Beach;Florida;26.641468;-79.586231;b4640710-8e03-11d8-b956-b8a03c50a862;;;67908;;;;;;1959-12-12T00:00:00;12;12;1959;2418813;2418813;PRESERVED_SPECIMEN;MCZ;Ich;40585;;Ledger;;CC_BY_NC_4_0;President and Fellows of Harvard College;M. M. Vorenberg;;;2022-01-10T16:58:39.312Z;;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;;
863125300;4bfac3ea-8763-4f4b-a71a-76a6f5f243d3;MCZ:Ich:35247;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes (Valenciennes; 1822);(Valenciennes; 1822);US;Englewood;Florida;26.948349;-82.382353;b4640710-8e03-11d8-b956-b8a03c50a862;;;4459;;;;;;1938-04-01T00:00:00;1;4;1938;2418813;2418813;PRESERVED_SPECIMEN;MCZ;Ich;35247;;Ledger;;CC_BY_NC_4_0;President and Fellows of Harvard College;Stewart Springer;;;2022-01-10T16:57:30.862Z;;TYPE_STATUS_INVALID;;;;
863116527;4bfac3ea-8763-4f4b-a71a-76a6f5f243d3;MCZ:Ich:41409;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes (Valenciennes; 1822);(Valenciennes; 1822);US;off Palm Beach;Florida;26.783768;-79.652149;b4640710-8e03-11d8-b956-b8a03c50a862;;;39088;;;;;;1961-11-01T00:00:00;1;11;1961;2418813;2418813;PRESERVED_SPECIMEN;MCZ;Ich;41409;;M. M. Vorenberg;;CC_BY_NC_4_0;President and Fellows of Harvard College;M. M. Vorenberg;;;2022-01-10T16:57:35.838Z;;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;;
863074453;4bfac3ea-8763-4f4b-a71a-76a6f5f243d3;MCZ:Ich:S-463;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna bigelowi Springer;1944;Sphyrna bigelowi S. Springer;1944;S. Springer;1944;BR;Rio de Janeiro;Rio de Janeiro;-22.902946;-43.173865;b4640710-8e03-11d8-b956-b8a03c50a862;;;46455;;;;;;1865-05-01T00:00:00;1;5;1865;2418821;2418813;PRESERVED_SPECIMEN;MCZ;Ich;S-463;;Karsten E. Hartel; Guido Dingerkus;;CC_BY_NC_4_0;President and Fellows of Harvard College;Thayer Expedition to Brazil; Louis Agassiz; and party;;;2022-01-10T16:57:32.397Z;;TYPE_STATUS_INVALID;
812587412;b8ed9b7c-5b73-4e6d-a6e1-b0911a09f947;urn:catalog:OS:Fishes:11079;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;(Valenciennes; 1822);TT;Trinidad;;PRESENT;10.7;-60.616667;;;;;;;23.5;;1986-08-23T00:00:00;23;8;1986;2418813;2418813;PRESERVED_SPECIMEN;OS;Fishes;11079;;;;CC0_1_0;;Cook; Sid;;;2021-12-02T09:43:18.030Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;
812587409;b8ed9b7c-5b73-4e6d-a6e1-b0911a09f947;urn:catalog:OS:Fishes:11076;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;(Valenciennes; 1822);TT;Trinidad;;PRESENT;10.7;-60.616667;;;;;;;23.5;;1986-08-23T00:00:00;23;8;1986;2418813;2418813;PRESERVED_SPECIMEN;OS;Fishes;11076;;;;CC0_1_0;;Cook; Sid;;;2021-12-02T09:43:18.030Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;
812587406;b8ed9b7c-5b73-4e6d-a6e1-b0911a09f947;urn:catalog:OS:Fishes:11073;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;(Valenciennes; 1822);TT;TRINIDAD: MANZILLA BAY;;PRESENT;;ac5e8480-3714-11da-bc2e-b8a03c50a862;;;;;;;;;1986-03-04T00:00:00;4;3;1986;2418813;2418813;PRESERVED_SPECIMEN;OS;Fishes;11073;;;;CC0_1_0;;Mounsey; R.;;;;;;;;;
666667654;afc30a94-6107-488a-b9c0-ba9c4fa68b7c;6af47431-1d98-4390-aa19-8d9146083d4f;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;;US;Englewood;Florida;PRESENT;1;26.948349;-82.382353;;;;;;;;;;;;2418813;2418813;PRESERVED_SPECIMEN;FMNH;Fishes;35598;;;;CC0_1_0;The Field Museum of Natural History;S. Springer;;;2021-12-02T12:39:15.775Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;
666651873;afc30a94-6107-488a-b9c0-ba9c4fa68b7c;6dea07bf-9286-4501-8587-c4cd50dd9628;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;;US;Salerno;Florida;PRESENT;1;27.147422;-80.19425;;;;;;;;;;;;2418813;2418813;PRESERVED_SPECIMEN;FMNH;Fishes;51204;;;;CC0_1_0;The Field Museum of Natural History;Shark Industries Inc.;;;2021-12-02T12:39:13.413Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;
624266048;eccf4b09-f0c8-462d-a48c-41a7ce36815a;817E3CA8-306A-4779-AAA3-8BEE7B703B1C;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;;TT;Collected around Salybia; Trinidad;Trinidad;PRESENT;10.705581;-61.024386;;;;;;;;;2009-06-01T00:00:00;;6;2009;2418813;2418813;PRESERVED_SPECIMEN;UF;Fish;182205;;;;CC_BY_NC_4_0;;Local fishermen;;;;;;;;;;
624266047;eccf4b09-f0c8-462d-a48c-41a7ce36815a;E454655D-41FD-4192-907D-F44820AB6600;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;;TT;Collected around Salybia; Trinidad;Trinidad;PRESENT;10.705581;-61.024386;;;;;;;;;2009-06-01T00:00:00;;6;2009;2418813;2418813;PRESERVED_SPECIMEN;UF;Fish;182204;;;;CC_BY_NC_4_0;;Local fishermen;;;;;;;;;;
624210392;eccf4b09-f0c8-462d-a48c-41a7ce36815a;4E6960E9-89EA-45B9-A598-614584A24B93;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;;TT;Manzanilla Bay; Trinidad;Trinidad;PRESENT;10.516667;-61.016667;;;;;;;;;1985-09-12T00:00:00;12;9;1985;2418813;2418813;PRESERVED_SPECIMEN;UF;Fish;160503;;;;CC_BY_NC_4_0;;Castro; Jose;;;2021-12-10T22:46:25.255Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;
624210050;eccf4b09-f0c8-462d-a48c-41a7ce36815a;A7581411-9AA1-4D14-A515-115D1DE75FAE;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;;TT;Manzanilla Bay; Trinidad;Trinidad;PRESENT;10.516667;-61.016667;;;;;;;;;1985-09-12T00:00:00;12;9;1985;2418813;2418813;PRESERVED_SPECIMEN;UF;Fish;160160;;;;CC_BY_NC_4_0;;Castro; Jose;;;2021-12-10T22:46:21.282Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;
624209693;eccf4b09-f0c8-462d-a48c-41a7ce36815a;FBA9E140-7A33-482C-8B96-7A034EFF8334;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;;TT;Atlantic Ocean; Balandra; Trinidad;Trinidad;10.712562;-60.991852;8483a1f0-1032-11db-ae00-b8a03c50a862;;;;;;;;;1986-03-19T00:00:00;19;3;1986;2418813;2418813;PRESERVED_SPECIMEN;UF;Fish;159997;;;;CC_BY_NC_4_0;;Castro; Jose;;;2021-12-10T22:46:23.474Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;
624094696;eccf4b09-f0c8-462d-a48c-41a7ce36815a;A83450AB-748F-46E9-8CED-5CFE05C280BA;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;;TT;Ca 1 mi E of central-east coast; 1.5 mi NE of Manzanilla Point.;Trinidad;PRESENT;10.536913;-60.998186;;;;;;;0;;1985-03-13T00:00:00;13;3;1985;2418813;2418813;PRESERVED_SPECIMEN;UF;Fish;42263;;;;CC_BY_NC_4_0;;Gruber; S;;;2021-12-10T22:46:21.458Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;
624094695;eccf4b09-f0c8-462d-a48c-41a7ce36815a;A8EA032D-7880-4405-B3F6-B6E570EA3A29;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;;SR;Off Surinam.;;PRESENT;;6.25;-54.75;;;;;;0;;1967-08-12T00:00:00;12;8;1967;2418813;2418813;PRESERVED_SPECIMEN;UF;Fish;42262;;;;CC_BY_NC_4_0;;R/V Calamar;;;2021-12-10T22:46:27.108Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;
624094694;eccf4b09-f0c8-462d-a48c-41a7ce36815a;D015098B-F563-4A11-9508-F1A0B2279A06;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;;SR;Off Suriname;;PRESENT;;6.25;-55.75;;;;;;0;;1968-01-29T00:00:00;29;1;1968;2418813;2418813;PRESERVED_SPECIMEN;UF;Fish;42261;;;;CC_BY_NC_4_0;;R/V Calamar;;;2021-12-10T22:46:22.262Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;
624085164;eccf4b09-f0c8-462d-a48c-41a7ce36815a;68BB45DA-290C-4C37-B1C1-9DFC04721D44;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;;GF;Cayenne.;;PRESENT;;4.932294;-52.31062;;;;;;;;1977-12-12T00:00:00;12;12;1977;2418813;2418813;PRESERVED_SPECIMEN;UF;Fish;32650;;;;CC_BY_NC_4_0;;Berry; Frederick;;;2021-12-10T22:46:20.277Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;;
583460202;f58922e2-93ed-4703-ba22-12a0674d1b54;http://coldb.mnhn.fr/catalognumber/mnhn/ic/0000-1019;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes (valenciennes; 1822);(valenciennes; 1822);GF;cayenne;guyane française;4.917;-52.133;2cd829bb-b713-433d-99cf-64bef11e5b3e;;;;1;;;;;;;;;2418813;2418813;PRESERVED_SPECIMEN;MNHN;IC;0000-1019;;mc eachran et séret;;CC_BY_4_0;;leblond;SYNTYPE;;2022-01-12T12:39:49.789Z;StillImage;GEODETIC_DATUM_ASSUMED_WGS84;;;;
583460197;f58922e2-93ed-4703-ba22-12a0674d1b54;http://coldb.mnhn.fr/catalognumber/mnhn/ic/1900-0116;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes (valenciennes; 1822);(valenciennes; 1822);MX;;baie de californie;20;-110;2cd829bb-b713-433d-99cf-64bef11e5b3e;;;;;;;;;;;;;2418813;2418813;PRESERVED_SPECIMEN;MNHN;IC;1900-0116;;;;CC_BY_4_0;;inconnu;;;2022-01-12T12:39:53.616Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;
472914667;5d6c10bd-ea31-4363-8b79-58c96d859f5b;urn:catalog:CAS:ICH:65120;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;;MX;Cornudo Baya.;Nayarit;PRESENT;1;21.434884;-106.428152;;8156;;;;;;1919-12-26T00:00:00;26;12;1919;2418813;2418813;PRESERVED_SPECIMEN;CAS;ICH;65120;;Meyer; R. L.;;CC0_1_0;;;;;2022-01-11T23:36:43.711Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;;
219088351;197908d0-5565-11d8-b290-b8a03c50a862;FishBase:Occurrence:AMNH 15691;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;(Valenciennes; 1822);MX;ARENA BANK;;PRESENT;;;;;;;;;;;1936-04-30T00:00:00;30;4;1936;2418813;2418813;PRESERVED_SPECIMEN;FishBase;Occurrence;AMNH 15691;;C.W. BEEBE;;CC_BY_NC_4_0;;T.CROCKER E. PAC. EXP.; NYZS; C.W. BEEBE;;;2021-12-01T23:39:14.138Z;;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;
219088350;197908d0-5565-11d8-b290-b8a03c50a862;FishBase:Occurrence:AMNH 89193;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;(Valenciennes; 1822);TT;PORT OF SPAIN FISH MARKET;;PRESENT;;;;;;;;;;;1987-08-14T00:00:00;14;8;1987;2418813;2418813;PRESERVED_SPECIMEN;FishBase;Occurrence;AMNH 89193;;G.J.P. NAYLOR;;CC_BY_NC_4_0;;LOCAL FISHERMEN/G.J.P. NAYLOR;;;2021-12-01T23:39:14.750Z;;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;;;
43588556;84dbaec2-f762-11e1-a439-00145eb45e9a;urn:catalog:ZMUC:Fisk:5825;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna tudes;;SPECIES;Sphyrna tudes (Valenciennes; 1822);Sphyrna tudes;(Valenciennes; 1822);BR;Brazil; Rio de Janeiro;;;;;;;;;;;;;1843-01-16T00:00:00;16;1;1843;2418813;2418813;PRESERVED_SPECIMEN;ZMUC;Fisk;5825;;;;CC_BY_4_0;;;;;2021-12-02T04:02:40.056Z;;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;;
